mfg_part_num,part_desc,e1_brand,unilog_brand,dib_brand,part_manuf,manufacturer_part_number,brand,product_type,size,quantity,understanding_status,confidence,manufacturer_canonical,manufacturer_id,manufacturer_match_status,manufacturer_match_method,manufacturer_confidence,brand_canonical,brand_id,brand_match_status,brand_match_method,brand_confidence,category_id,category_name,parent_category_id,parent_category_name,hierarchy_level,category_path,classification_status,classification_method,classification_confidence,extracted_attributes_json,attribute_extraction_status,attribute_extraction_method,attribute_confidence,attribute_validation_status
603449,603449 Wiz 60W Led Med Clr Ch,,,Wiz,Phillips Lighting (5831),603449,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}}",partial,rule,0.99,partial
586909,586909 Led 60W Med A19 27K,,,Philips,Phillips Lighting (5831),586909,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27K"", ""method"": ""rule""}}",complete,rule,0.985,valid
566364,566364 75W Led ST19 27k 4pk,,,Philips,Phillips Lighting (5831),566364,,,,4.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""75W"", ""confidence"": 0.99, ""evidence"": ""75W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 4, ""confidence"": 1.0, ""evidence"": ""4.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
576397,576394 100/200/300 Led A23 50k,,,Philips,Phillips Lighting (5831),576394,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",partial,rule,0.98,partial
571497,571497 150W Led Med 27k,,,Philips,Phillips Lighting (5831),571497,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""150W"", ""confidence"": 0.99, ""evidence"": ""150W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
576306,576306 40W Led A19 5CCT 4pk,,,Philips,Phillips Lighting (5831),576306,,,,4.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 4, ""confidence"": 1.0, ""evidence"": ""4.0"", ""method"": ""rule""}}",complete,rule,0.995,valid
588533,588533 40W Led Cand 3pk,,,Philips,Phillips Lighting (5831),588533,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.995,valid
576520,576520 65W Led Med 27k,,,Philips,Phillips Lighting (5831),576520,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""65W"", ""confidence"": 0.99, ""evidence"": ""65W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
574004,574004 75W Led ST19 27k 2pk,,,Philips,Phillips Lighting (5831),574004,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""75W"", ""confidence"": 0.99, ""evidence"": ""75W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
574012,574012 75W Led ST19 50k 2pk,,,Philips,Phillips Lighting (5831),574012,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""75W"", ""confidence"": 0.99, ""evidence"": ""75W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
573971,573971 75W Led ST19 20k 4pk,,,Philips,Phillips Lighting (5831),573971,,,,4.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""75W"", ""confidence"": 0.99, ""evidence"": ""75W"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 4, ""confidence"": 1.0, ""evidence"": ""4.0"", ""method"": ""rule""}}",complete,rule,0.995,valid
573989,573989 40W Led Med 27K 4pk,,,Philips,Phillips Lighting (5831),573989,,,,4.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27K"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 4, ""confidence"": 1.0, ""evidence"": ""4.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
576769,576769 65W Led BR30 Med 27k,,,Philips,Phillips Lighting (5831),576769,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""65W"", ""confidence"": 0.99, ""evidence"": ""65W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
567446,567446 60W Led Med 50K 3pk,,,Philips,Phillips Lighting (5831),567446,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50K"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
573997,573997 40W Led Med 50k 4pk,,,Philips,Phillips Lighting (5831),573997,,,,4.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 4, ""confidence"": 1.0, ""evidence"": ""4.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
571463,571463 100W Led BR30 Med 50k,,,Philips,Phillips Lighting (5831),571463,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""100W"", ""confidence"": 0.99, ""evidence"": ""100W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
576512,576512 65W Led BR40 Med 27k,,,Philips,Phillips Lighting (5831),576512,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""65W"", ""confidence"": 0.99, ""evidence"": ""65W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
581181,581181 40W Led Med 2pk,,,Philips,Phillips Lighting (5831),581181,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.995,valid
GT-CB-100C,GTCB100C Led 100W Cob Bulb,,,GT-Lite,Keystone (5702),GTCB100C,,,,,partial,0.35,Keystone,5702,matched,normalized,0.95,GT-Lite,BRD_GTLITE,matched,normalized,0.9,LGT_BULB,Light Bulbs,LGT,Lighting & Electrical Supplies,2.0,Lighting & Electrical Supplies > Light Bulbs,classified,rule_keyword,0.89,"{""wattage"": {""value"": ""100W"", ""confidence"": 0.99, ""evidence"": ""100W"", ""method"": ""rule""}}",partial,rule,0.99,partial
566430,566430 75W Led Med 50k 4pk,,,Philips,Phillips Lighting (5831),566430,,,,4.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""75W"", ""confidence"": 0.99, ""evidence"": ""75W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 4, ""confidence"": 1.0, ""evidence"": ""4.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
568337,568337 120W Led Par38 Med 50k,,,Philips,Phillips Lighting (5831),568337,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""120W"", ""confidence"": 0.99, ""evidence"": ""120W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
565788,565788 40W Led A19 Med 27k,,,Philips,Phillips Lighting (5831),565788,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
565770,565770 40W Led A19 Med 50k,,,Philips,Phillips Lighting (5831),565770,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
573436,573436 60W Led A19 Med 27k 2pk,,,Philips,Phillips Lighting (5831),573436,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
576538,576538 65W Led BR30 Med 50k,,,Philips,Phillips Lighting (5831),576538,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""65W"", ""confidence"": 0.99, ""evidence"": ""65W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
573451,573451 40W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),573451,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
586883,586883 100W Led Multi CCT 2pk,,,Philips,Phillips Lighting (5831),586883,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""100W"", ""confidence"": 0.99, ""evidence"": ""100W"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.995,valid
586859,586859 40W Led Med 27K Back Up,,,Philips,Phillips Lighting (5831),586859,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27K"", ""method"": ""rule""}}",complete,rule,0.985,valid
576488,576488 45W Led R20 Med 50k,,,Philips,Phillips Lighting (5831),576488,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""45W"", ""confidence"": 0.99, ""evidence"": ""45W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
575217,575217 60W Led Med 50k 2pk,,,Philips,Phillips Lighting (5831),575217,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
586479,586479 90W Led Med Multi CCT,,,Philips,Phillips Lighting (5831),586479,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""90W"", ""confidence"": 0.99, ""evidence"": ""90W"", ""method"": ""rule""}}",partial,rule,0.99,partial
571471,571471 100W Led BR30 Med 27k,,,Philips,Phillips Lighting (5831),571471,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""100W"", ""confidence"": 0.99, ""evidence"": ""100W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
570762,570762 50W Led Par16 30k 3pk,,,Philips,Phillips Lighting (5831),570762,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""50W"", ""confidence"": 0.99, ""evidence"": ""50W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""3000K"", ""confidence"": 0.98, ""evidence"": ""30k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
533352,571505 150W Led Med 50k,,,Philips,Phillips Lighting (5831),571505,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""150W"", ""confidence"": 0.99, ""evidence"": ""150W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
573519,573519 100W Led A21 27k 2pk,,,Philips,Phillips Lighting (5831),573519,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""100W"", ""confidence"": 0.99, ""evidence"": ""100W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
573378,573378 60W Led Med 27k 3pk,,,Philips,Phillips Lighting (5831),573378,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
565622,565622 60W Led Med 20k,,,Philips,Phillips Lighting (5831),565622,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.94,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}}",partial,rule,0.99,partial
586891,586891 Led 60W Med A19 27k,,,Philips,Phillips Lighting (5831),586891,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}}",complete,rule,0.985,valid
585448,585448 120W Led Motion Bulb,,,Philips,Phillips Lighting (5831),585448,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB,Light Bulbs,LGT,Lighting & Electrical Supplies,2.0,Lighting & Electrical Supplies > Light Bulbs,classified,rule_keyword,0.89,"{""wattage"": {""value"": ""120W"", ""confidence"": 0.99, ""evidence"": ""120W"", ""method"": ""rule""}}",partial,rule,0.99,partial
573444,573444 60W Led A19 Med 50k 2pk,,,Philips,Phillips Lighting (5831),573444,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
566687,566687 60W Cand Led 27k 3pk,,,Philips,Phillips Lighting (5831),566687,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB,Light Bulbs,LGT,Lighting & Electrical Supplies,2.0,Lighting & Electrical Supplies > Light Bulbs,classified,rule_keyword,0.89,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
564385,564385 40w Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),564385,,,,2.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40w"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 2, ""confidence"": 1.0, ""evidence"": ""2.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
566661,566661 40W LED Cand 27k 3pk,,,Philips,Phillips Lighting (5831),566661,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""2700K"", ""confidence"": 0.98, ""evidence"": ""27k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
564898,564898 60W Cand Led 50k 3pk,,,Philips,Phillips Lighting (5831),564898,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB,Light Bulbs,LGT,Lighting & Electrical Supplies,2.0,Lighting & Electrical Supplies > Light Bulbs,classified,rule_keyword,0.89,"{""wattage"": {""value"": ""60W"", ""confidence"": 0.99, ""evidence"": ""60W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.99,valid
538319,588525 40W Led Cand 3pk,,,Philips,Phillips Lighting (5831),588525,,,,3.0,partial,0.4,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT_BULB_LED,LED Light Bulbs,LGT_BULB,Light Bulbs,3.0,Light Bulbs > LED Light Bulbs,classified,rule_keyword,0.9,"{""wattage"": {""value"": ""40W"", ""confidence"": 0.99, ""evidence"": ""40W"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 3, ""confidence"": 1.0, ""evidence"": ""3.0"", ""method"": ""rule""}}",complete,rule,0.995,valid
576009,576009 100W Led Par30L Med 50k,,,Philips,Phillips Lighting (5831),576009,,,,,partial,0.35,Phillips Lighting,5831,matched,normalized,0.95,,,unmatched,none,0.0,LGT,Lighting & Electrical Supplies,,,1.0,Lighting & Electrical Supplies,classified,candidate_match,0.88,"{""wattage"": {""value"": ""100W"", ""confidence"": 0.99, ""evidence"": ""100W"", ""method"": ""rule""}, ""color_temperature"": {""value"": ""5000K"", ""confidence"": 0.98, ""evidence"": ""50k"", ""method"": ""rule""}}",complete,rule,0.985,valid
