MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,25000937,Power Saws,Circular Saws & Kits,Circular Saw,PROD-0937,DCS590B,"DCS590B Dewalt 20V Cordless - 7-1/4"" Circular Saw (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DCS590B,,Power Saws > Circular Saws & Kits,DEWALT Circular Saw DCS590B,"DCS590B DEWALT 20V CORDLESS - 7-1/4"" CIRCULAR SAW (BARE)",The Dewalt Circular Saw is a verified Circular Saw.,[Product Overview] Brand: Dewalt | Product Type: Circular Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,DEWALT Circular Saw DCS590B,[Product Overview] Brand: Dewalt | Product Type: Circular Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saw,Size,7-1/4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black___Decker_dewlt_DCS590B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000938,Power Saws,Circular Saws & Kits,Circular Saw,PROD-0938,KPTCS725A,"KPTCS725A Kreg 20V Ionic 7-1/4"" Circ Saw",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO),Kreg Tool Company,Kreg,,KPTCS725A,,Power Saws > Circular Saws & Kits,Kreg Circular Saw KPTCS725A,"KPTCS725A KREG 20V IONIC 7-1/4"" CIRC SAW",The Kreg Circular Saw is a verified Circular Saw.,[Product Overview] Brand: Kreg | Product Type: Circular Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Kreg Circular Saw KPTCS725A,[Product Overview] Brand: Kreg | Product Type: Circular Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saw,Size,7-1/4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreg_Tool_Company_KPTCS725A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000939,Power Saws,Circular Saws & Kits,Circular Saw,PROD-0939,KPTCS450A,"KPTCS450A Kreg 20V Ionic 4-1/2"" Circ Saw",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO),Kreg Tool Company,Kreg,,KPTCS450A,,Power Saws > Circular Saws & Kits,Kreg Circular Saw KPTCS450A,"KPTCS450A KREG 20V IONIC 4-1/2"" CIRC SAW",The Kreg Circular Saw is a verified Circular Saw.,[Product Overview] Brand: Kreg | Product Type: Circular Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Kreg Circular Saw KPTCS450A,[Product Overview] Brand: Kreg | Product Type: Circular Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saw,Size,4-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreg_Tool_Company_KPTCS450A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000940,Power Saws,Jig Saws,Jig Saw,PROD-0940,2545-20,2545-20 Milw M12 Jig Saw,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,2545-20,,Power Saws > Jig Saws,Milwaukee Jig Saw 2545-20,2545-20 MILW M12 JIG SAW,The Milwaukee Jig Saw is a verified Jig Saw.,[Product Overview] Brand: Milwaukee | Product Type: Jig Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Jig Saw 2545-20,[Product Overview] Brand: Milwaukee | Product Type: Jig Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Jig Saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_2545_20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000941,Power Saws,Jig Saws,Jig Saw,PROD-0941,KPTJS100A,KPTJS100A Kreg 20V Ionic Barrel Grip Jigsaw,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO),Kreg Tool Company,Kreg,,KPTJS100A,,Power Saws > Jig Saws,Kreg Jig Saw KPTJS100A,KPTJS100A KREG 20V IONIC BARREL GRIP JIGSAW,The Kreg Jig Saw is a verified Jig Saw.,[Product Overview] Brand: Kreg | Product Type: Jig Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Kreg Jig Saw KPTJS100A,[Product Overview] Brand: Kreg | Product Type: Jig Saw [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Jig Saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreg_Tool_Company_KPTJS100A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000942,Power Tools & Equipment,Power Saws,,PROD-0942,DCS714B,"DCS714B Dewalt 20V Miter Saw - (Bare) 10"" Double Bevel Fixed",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DCS714B,,Power Tools & Equipment > Power Saws,DEWALT  DCS714B,"DCS714B DEWALT 20V MITER SAW - (BARE) 10"" DOUBLE BEVEL FIXED",The Dewalt nan is a verified nan.,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,DEWALT  DCS714B,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black___Decker_dewlt_DCS714B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000943,Power Tools & Equipment,Power Saws,,PROD-0943,DCS785B,"DCS785B Dewalt 20V Miter Saw - Kit 12"" Double Bevel Sliding",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DCS785B,,Power Tools & Equipment > Power Saws,DEWALT  DCS785B,"DCS785B DEWALT 20V MITER SAW - KIT 12"" DOUBLE BEVEL SLIDING",The Dewalt nan is a verified nan.,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,DEWALT  DCS785B,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black___Decker_dewlt_DCS785B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000944,Power Tools & Equipment,Power Saws,,PROD-0944,GSL02M1,"GSL02M1 Makita Miter Saw - 40V 8-1/2""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Usa Inc,Makita,,GSL02M1,,Power Tools & Equipment > Power Saws,Makita  GSL02M1,"GSL02M1 MAKITA MITER SAW - 40V 8-1/2""",The Makita nan is a verified nan.,[Product Overview] Brand: Makita | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Makita  GSL02M1,[Product Overview] Brand: Makita | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,8-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita_Usa_Inc_GSL02M1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000945,Power Tools & Equipment,Power Saws,,PROD-0945,DW7029,DW7029 Dewalt Miter Saw - Stand Support/Stop,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DW7029,,Power Tools & Equipment > Power Saws,DEWALT  DW7029,DW7029 DEWALT MITER SAW - STAND SUPPORT/STOP,The Dewalt nan is a verified nan.,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,DEWALT  DW7029,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black___Decker_dewlt_DW7029.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000946,,,,PROD-0946,DCS384B,DCS384B Dewalt 20V Brushless - Cordless Recip Saw (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT,,DCS384B,,,DEWALT  DCS384B,DCS384B DEWALT 20V BRUSHLESS - CORDLESS RECIP SAW (BARE),The Dewalt nan is a verified nan.,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,DEWALT  DCS384B,[Product Overview] Brand: Dewalt | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black___Decker_dewlt_DCS384B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000947,Power Tools & Equipment,Power Saws,,PROD-0947,XRJ08Z,XRJ08Z Makita 18V Recip Saw - Bare Tool,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Usa Inc,Makita,,XRJ08Z,,Power Tools & Equipment > Power Saws,Makita  XRJ08Z,XRJ08Z MAKITA 18V RECIP SAW - BARE TOOL,The Makita nan is a verified nan.,[Product Overview] Brand: Makita | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Makita  XRJ08Z,[Product Overview] Brand: Makita | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita_Usa_Inc_XRJ08Z.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000948,Power Tools & Equipment,Power Saws,,PROD-0948,G0771Z,"Grizzly G0771Z 30"" Table Saw",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodstock Intl (3658),Woodstock Intl,Grizzly,,G0771Z,,Power Tools & Equipment > Power Saws,Grizzly  G0771Z,"GRIZZLY G0771Z 30"" TABLE SAW",The Grizzly nan is a verified nan.,[Product Overview] Brand: Grizzly | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Grizzly  G0771Z,[Product Overview] Brand: Grizzly | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,30 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodstock_Intl_G0771Z.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000949,Power Tools & Equipment,Power Saws,,PROD-0949,TS1017,TS1017 Table Saw Zero-Clearance Insert,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Robt Bosch Tool Corp (6564),Robt Bosch Tool Corp,Dremel,,TS1017,,Power Tools & Equipment > Power Saws,Dremel  TS1017,TS1017 TABLE SAW ZERO-CLEARANCE INSERT,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Dremel  TS1017,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robt_Bosch_Tool_Corp_TS1017.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
https://www.bowproducts.com/products/xt524,https://www.bowproducts.com/docs/datasheets/xt524.pdf,https://www.bowproducts.com/catalogs/specifications.pdf,https://www.industrialdistributor.com/p/xt524,,,25000950,Decking & Railing,Railing & Fence Kits,Fence,PROD-0950,XT524,"XT524 24"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),Bow Products,,,XT524,,Decking & Railing > Railing & Fence Kits,Fence XT524,"XT524 24"" XT XTENDER FENCE",The nan Fence is a verified Fence.,[Product Overview] Brand: nan | Product Type: Fence [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Fence XT524,[Product Overview] Brand: nan | Product Type: Fence [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Part Number: XT524,Manufacturer: Bow Products,Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide,Finish: Corrosion Resistant Coating,Quality Certification: ISO 9001 Certified,,,,,,,,,,,,,,,,,,,,,Fence,Material,Aluminum,,Size,24 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bowproducts.com/products/xt524,,,,,,,,https://www.bowproducts.com/catalogs/specifications.pdf,https://www.bowproducts.com/docs/datasheets/xt524.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.bowproducts.com/products/xt536,https://www.bowproducts.com/docs/datasheets/xt536.pdf,https://www.industrialdistributor.com/p/xt536,,,,25000951,Decking & Railing,Railing & Fence Kits,Fence,PROD-0951,XT536,"XT536 36"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),Bow Products,,,XT536,,Decking & Railing > Railing & Fence Kits,Fence XT536,"XT536 36"" XT XTENDER FENCE",The nan Fence is a verified Fence.,[Product Overview] Brand: nan | Product Type: Fence [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Fence XT536,[Product Overview] Brand: nan | Product Type: Fence [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Part Number: XT536,Manufacturer: Bow Products,Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide,Finish: Corrosion Resistant Coating,Quality Certification: ISO 9001 Certified,,,,,,,,,,,,,,,,,,,,,Fence,Material,Aluminum,,Size,36 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bowproducts.com/products/xt536,,,,,,,,,https://www.bowproducts.com/docs/datasheets/xt536.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.bowproducts.com/products/xt546,https://www.bowproducts.com/docs/datasheets/xt546.pdf,https://www.industrialdistributor.com/p/xt546,,,,25000952,Decking & Railing,Railing & Fence Kits,Fence,PROD-0952,XT546,"XT546 46"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),Bow Products,,,XT546,,Decking & Railing > Railing & Fence Kits,Fence XT546,"XT546 46"" XT XTENDER FENCE",The nan Fence is a verified Fence.,[Product Overview] Brand: nan | Product Type: Fence [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Fence XT546,[Product Overview] Brand: nan | Product Type: Fence [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Part Number: XT546,Manufacturer: Bow Products,Material Composition: Industrial Grade High Speed Steel / Aluminum Oxide,Finish: Corrosion Resistant Coating,Quality Certification: ISO 9001 Certified,,,,,,,,,,,,,,,,,,,,,Fence,Material,Aluminum,,Size,46 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bowproducts.com/products/xt546,,,,,,,,,https://www.bowproducts.com/docs/datasheets/xt546.pdf,,,,,,,,,,,,,,,,,,Yes
